APPNP,cSBM_data,0.6,0.2,-0.5,0.1,0.002,0.0005,48.212500000000006,2.853205434244089,51.65625000000003
GPRGNN,cSBM_data,0.025,0.025,-0.5,0.1,0.002,0.0005,49.78289473684211,1.5808513739381045,54.149999999999984
GPRGNN,cSBM_data,0.6,0.2,-0.5,0.1,0.002,0.0005,48.45000000000001,3.5613814033321396,51.51875000000001
GCN,cSBM_data,0.025,0.025,0.5,0.1,0.002,0.0005,49.703947368421034,1.5099365023063818,54.949999999999996
GCN,cSBM_data,0.6,0.2,0.5,0.1,0.002,0.0005,48.58125000000001,3.360913891711597,50.64374999999999
GAT,cSBM_data,0.025,0.025,0.5,0.1,0.002,0.0005,50.139473684210515,1.818725696166065,51.15
GAT,cSBM_data,0.6,0.2,0.5,0.1,0.002,0.0005,48.593750000000014,3.7169113101471773,49.406250000000014
ChebNet,cSBM_data,0.025,0.025,0.5,0.1,0.002,0.0005,50.036842105263155,1.8625816831258146,53.69999999999999
ChebNet,cSBM_data,0.6,0.2,0.5,0.1,0.002,0.0005,49.40625,3.629711377988615,50.756249999999994
JKNet,cSBM_data,0.025,0.025,0.5,0.1,0.002,0.0005,49.67236842105264,1.273191373768385,54.949999999999996
JKNet,cSBM_data,0.6,0.2,0.5,0.1,0.002,0.0005,48.00625,2.6185859137137357,51.61250000000002
SGC,cSBM_data,0.025,0.025,0.5,0.1,0.002,0.0005,49.38552631578948,1.3360356819674781,57.60000000000001
SGC,cSBM_data,0.6,0.2,0.5,0.1,0.002,0.0005,48.606249999999996,3.212348002240728,50.18750000000002
MLP,cSBM_data,0.025,0.025,0.5,0.1,0.002,0.0005,49.70526315789473,1.3364328009963489,55.29999999999998
MLP,cSBM_data,0.6,0.2,0.5,0.1,0.002,0.0005,48.82500000000001,2.8848743473503315,51.475
APPNP,cSBM_data,0.025,0.025,0.5,0.1,0.002,0.0005,49.431578947368415,1.27473858055425,56.34999999999998
