SGC,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,56.2323721321827,2.485527788692771,58.64
SGC,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,71.05,1.0781929326423898,70.94999999999999
MLP,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,58.16038728688697,0.9424706313749507,58.959999999999994
MLP,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,75.83,1.6346559270990348,76.11
JKNet,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,50.427278467691,0.6219591848266531,52.47999999999999
JKNet,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,84.91,3.046128690649821,85.03999999999999
APPNP,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,49.886339717954115,0.4178425632304327,53.52
APPNP,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,49.309999999999995,1.014347080638576,50.82000000000001
GPRGNN,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,50.03367712060619,0.42016868671928614,51.12
GPRGNN,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,92.94,0.8212186067059088,92.61000000000001
GCN,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,55.95664070721954,2.151600743590248,56.96
GCN,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,76.86,1.6894969665554316,76.55999999999999
GAT,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,56.969059145443055,1.0180977753025808,55.28000000000001
GAT,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,76.92999999999999,1.2625767303415674,77.09
ChebNet,cSBM_data_phi_-0.5,0.025,0.025,0.1,0.002,0.0005,71.13239318038308,1.8640020536738466,74.15999999999998
ChebNet,cSBM_data_phi_-0.5,0.6,0.2,0.1,0.002,0.0005,91.97,0.8438601779915919,91.69
