SGC,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,51.84803199326458,0.9847341554979152,53.599999999999994
SGC,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,59.33999999999999,1.2839003076563236,59.069999999999986
MLP,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,61.043990738791834,1.0432690792743151,62.32
MLP,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,79.71000000000001,1.1614215427655898,79.29
JKNet,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,50.11786992212166,0.44455573113480734,53.599999999999994
JKNet,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,51.80999999999999,2.611685279661391,52.22999999999999
APPNP,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,51.72595243106714,1.1554388461571565,52.88
APPNP,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,60.62999999999998,1.605023364315923,61.23
GPRGNN,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,51.6859608503473,0.744832735506426,51.680000000000014
GPRGNN,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,81.16999999999999,1.0334892355510972,82.32
GCN,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,52.60155756682804,0.9363232261957649,53.52
GCN,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,59.41,1.3837991183694272,60.16000000000001
GAT,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,52.965691433382446,0.6465053339458482,52.56000000000001
GAT,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,58.650000000000006,1.8266088798645446,58.85999999999999
ChebNet,cSBM_data_phi_-0.25,0.025,0.025,0.1,0.002,0.0005,62.66470216796465,1.8386250610131816,63.67999999999999
ChebNet,cSBM_data_phi_-0.25,0.6,0.2,0.1,0.002,0.0005,84.24,1.3016912076218397,84.46000000000001
